UBC Resistivity Measurement:2019-02-11 11:15:21.646765
==========================================================================
Sample Name: Sample
User: Username
Material: Material
==================================================================================================
  Time(s)  |   Temp(K)   |    Temp (Ohm)   |   Vref(V)  |  ReVs (mV)  |  ImVs (mV)  |  Res(Ohm)  
  3712.02432  |  157.88000  |  53.90000  |  0.95350  |   3.84094   |   0.04625    |  0.40285  
  3716.87659  |  157.78000  |  53.90000  |  0.95350  |   3.83665   |   0.04625    |  0.40240  
  3721.73387  |  157.62000  |  53.90000  |  0.95370  |   3.83331   |   0.04625    |  0.40197  
  3726.55615  |  157.39000  |  54.00000  |  0.95370  |   3.82902   |   0.04625    |  0.40152  
  3731.40742  |  157.30000  |  54.00000  |  0.95320  |   3.82568   |   0.04578    |  0.40138  
  3736.27370  |  157.11000  |  54.00000  |  0.95300  |   3.82186   |   0.04578    |  0.40106  
  3741.12598  |  157.04000  |  54.10000  |  0.95370  |   3.81757   |   0.04625    |  0.40032  
  3745.96426  |  156.81000  |  54.10000  |  0.95330  |   3.81376   |   0.04578    |  0.40009  
  3750.79853  |  156.68000  |  54.20000  |  0.95310  |   3.80947   |   0.04578    |  0.39972  
  3755.65781  |  156.55000  |  54.20000  |  0.95330  |   3.80565   |   0.04578    |  0.39924  
  3760.49009  |  156.40000  |  54.20000  |  0.95340  |   3.80184   |   0.04530    |  0.39879  
  3765.35337  |  156.24000  |  54.30000  |  0.95310  |   3.79755   |   0.04578    |  0.39847  
  3770.22964  |  156.13000  |  54.30000  |  0.95350  |   3.79373   |   0.04530    |  0.39790  
  3775.07592  |  155.95000  |  54.30000  |  0.95310  |   3.79039   |   0.04530    |  0.39772  
  3779.97320  |  155.80000  |  54.40000  |  0.95350  |   3.78563   |   0.04530    |  0.39705  
  3784.80948  |  155.63000  |  54.40000  |  0.95350  |   3.78181   |   0.04530    |  0.39665  
  3789.64775  |  155.52000  |  54.40000  |  0.95310  |   3.77752   |   0.04530    |  0.39637  
  3794.49103  |  155.32000  |  54.50000  |  0.95370  |   3.77418   |   0.04530    |  0.39577  
  3799.33631  |  155.20000  |  54.50000  |  0.95360  |   3.76989   |   0.04530    |  0.39536  
  3804.17159  |  155.01000  |  54.60000  |  0.95380  |   3.76607   |   0.04530    |  0.39488  
  3808.99886  |  154.88000  |  54.60000  |  0.95340  |   3.76178   |   0.04530    |  0.39459  
  3813.87014  |  154.68000  |  54.70000  |  0.95380  |   3.75797   |   0.04530    |  0.39403  
  3818.70542  |  154.58000  |  54.70000  |  0.95310  |   3.75415   |   0.04530    |  0.39392  
  3823.54069  |  154.40000  |  54.70000  |  0.95350  |   3.74986   |   0.04482    |  0.39330  
  3828.44997  |  154.27000  |  54.80000  |  0.95300  |   3.74605   |   0.04482    |  0.39311  
  3833.29125  |  154.13000  |  54.80000  |  0.95310  |   3.74176   |   0.04482    |  0.39262  
  3838.13653  |  153.93000  |  54.90000  |  0.95370  |   3.73842   |   0.04435    |  0.39202  
  3842.97280  |  153.76000  |  54.90000  |  0.95360  |   3.73413   |   0.04387    |  0.39161  
  3847.81208  |  153.68000  |  54.90000  |  0.95310  |   3.73079   |   0.04435    |  0.39147  
  3852.66736  |  153.59000  |  54.90000  |  0.95330  |   3.72602   |   0.04435    |  0.39088  
  3857.51164  |  153.37000  |  55.00000  |  0.95370  |   3.72173   |   0.04435    |  0.39027  
  3862.34091  |  153.28000  |  55.00000  |  0.95310  |   3.71839   |   0.04387    |  0.39016  
  3867.18219  |  153.14000  |  55.10000  |  0.95350  |   3.71410   |   0.04387    |  0.38955  
  3872.01747  |  152.95000  |  55.10000  |  0.95310  |   3.71028   |   0.04435    |  0.38931  
  3876.87074  |  152.80000  |  55.10000  |  0.95370  |   3.70599   |   0.04387    |  0.38862  
  3881.72702  |  152.64000  |  55.20000  |  0.95340  |   3.70218   |   0.04387    |  0.38834  
  3886.60530  |  152.44000  |  55.20000  |  0.95380  |   3.69789   |   0.04387    |  0.38773  
  3891.43358  |  152.29000  |  55.30000  |  0.95390  |   3.69407   |   0.04387    |  0.38729  
  3896.27485  |  152.21000  |  55.30000  |  0.95330  |   3.69026   |   0.04339    |  0.38713  
  3901.19414  |  152.04000  |  55.30000  |  0.95390  |   3.68597   |   0.04387    |  0.38644  
  3906.02541  |  151.88000  |  55.40000  |  0.95340  |   3.68167   |   0.04387    |  0.38619  
  3910.88569  |  151.70000  |  55.40000  |  0.95380  |   3.67834   |   0.04387    |  0.38568  
  3915.71197  |  151.60000  |  55.50000  |  0.95370  |   3.67405   |   0.04387    |  0.38527  
  3920.62925  |  151.45000  |  55.50000  |  0.95320  |   3.66975   |   0.04292    |  0.38502  
  3925.46852  |  151.28000  |  55.50000  |  0.95340  |   3.66594   |   0.04292    |  0.38454  
  3930.38080  |  151.15000  |  55.60000  |  0.95390  |   3.66212   |   0.04339    |  0.38394  
  3935.25408  |  150.97000  |  55.60000  |  0.95390  |   3.65736   |   0.04292    |  0.38344  
  3940.15136  |  150.86000  |  55.70000  |  0.95320  |   3.65402   |   0.04292    |  0.38337  
  3944.98664  |  150.69000  |  55.70000  |  0.95360  |   3.64973   |   0.04292    |  0.38276  
  3949.83192  |  150.48000  |  55.70000  |  0.95390  |   3.64639   |   0.04292    |  0.38229  
  3954.67719  |  150.38000  |  55.80000  |  0.95360  |   3.64210   |   0.04292    |  0.38196  
  3959.55347  |  150.18000  |  55.80000  |  0.95370  |   3.63828   |   0.04292    |  0.38152  
  3964.40875  |  150.04000  |  55.90000  |  0.95320  |   3.63447   |   0.04292    |  0.38132  
  3969.45704  |  149.88000  |  55.90000  |  0.95360  |   3.63065   |   0.04292    |  0.38076  
  3974.33032  |  149.70000  |  56.00000  |  0.95340  |   3.62684   |   0.04244    |  0.38044  
  3979.17660  |  149.52000  |  56.00000  |  0.95320  |   3.62302   |   0.04292    |  0.38012  
  3984.01587  |  149.41000  |  56.00000  |  0.95390  |   3.61921   |   0.04292    |  0.37944  
  3988.85015  |  149.29000  |  56.10000  |  0.95350  |   3.61492   |   0.04244    |  0.37915  
  3993.67843  |  149.15000  |  56.10000  |  0.95390  |   3.61158   |   0.04244    |  0.37864  
  3998.54770  |  149.00000  |  56.10000  |  0.95350  |   3.60681   |   0.04244    |  0.37830  
  4003.40498  |  148.89000  |  56.20000  |  0.95330  |   3.60300   |   0.04244    |  0.37798  
  4008.27426  |  148.74000  |  56.20000  |  0.95390  |   3.59870   |   0.04244    |  0.37729  
  4013.10554  |  148.54000  |  56.30000  |  0.95390  |   3.59489   |   0.04244    |  0.37689  
  4018.00582  |  148.43000  |  56.30000  |  0.95340  |   3.59108   |   0.04196    |  0.37669  
  4022.88009  |  148.29000  |  56.30000  |  0.95350  |   3.58726   |   0.04196    |  0.37625  
  4027.78738  |  148.12000  |  56.40000  |  0.95370  |   3.58345   |   0.04196    |  0.37577  
  4032.63365  |  148.01000  |  56.40000  |  0.95380  |   3.58011   |   0.04196    |  0.37538  
  4037.56093  |  147.83000  |  56.50000  |  0.95360  |   3.57534   |   0.04196    |  0.37496  
  4042.40521  |  147.66000  |  56.50000  |  0.95330  |   3.57105   |   0.04196    |  0.37462  
  4047.30749  |  147.54000  |  56.50000  |  0.95340  |   3.56771   |   0.04196    |  0.37424  
  4052.17277  |  147.42000  |  56.60000  |  0.95370  |   3.56294   |   0.04196    |  0.37362  
  4057.05905  |  147.26000  |  56.60000  |  0.95360  |   3.55960   |   0.04196    |  0.37331  
  4061.89933  |  147.08000  |  56.70000  |  0.95340  |   3.55531   |   0.04149    |  0.37293  
  4066.78461  |  146.92000  |  56.70000  |  0.95320  |   3.55102   |   0.04149    |  0.37256  
  4071.62988  |  146.82000  |  56.70000  |  0.95390  |   3.54721   |   0.04149    |  0.37189  
  4076.48016  |  146.64000  |  56.80000  |  0.95380  |   3.54339   |   0.04196    |  0.37153  
  4081.32244  |  146.53000  |  56.80000  |  0.95350  |   3.53910   |   0.04101    |  0.37119  
  4086.18772  |  146.32000  |  56.90000  |  0.95390  |   3.53529   |   0.04149    |  0.37064  
  4091.06700  |  146.20000  |  56.90000  |  0.95390  |   3.53147   |   0.04101    |  0.37024  
  4095.93127  |  146.10000  |  56.90000  |  0.95380  |   3.52718   |   0.04149    |  0.36983  
  4100.80855  |  145.91000  |  57.00000  |  0.95390  |   3.52384   |   0.04101    |  0.36944  
  4105.64783  |  145.79000  |  57.00000  |  0.95350  |   3.52003   |   0.04149    |  0.36920  
  4110.50811  |  145.61000  |  57.10000  |  0.95400  |   3.51574   |   0.04101    |  0.36855  
  4115.36139  |  145.41000  |  57.10000  |  0.95390  |   3.51144   |   0.04101    |  0.36814  
  4120.20466  |  145.31000  |  57.20000  |  0.95370  |   3.50811   |   0.04101    |  0.36787  
  4125.05794  |  145.15000  |  57.20000  |  0.95390  |   3.50334   |   0.04101    |  0.36729  
  4129.95822  |  145.03000  |  57.20000  |  0.95400  |   3.50000   |   0.04053    |  0.36690  
  4134.80250  |  144.86000  |  57.30000  |  0.95330  |   3.49571   |   0.04101    |  0.36672  
  4139.65077  |  144.76000  |  57.30000  |  0.95340  |   3.49189   |   0.04053    |  0.36628  
  4144.52105  |  144.58000  |  57.40000  |  0.95350  |   3.48760   |   0.04053    |  0.36579  
  4149.37433  |  144.46000  |  57.40000  |  0.95390  |   3.48379   |   0.04053    |  0.36524  
  4154.21461  |  144.29000  |  57.50000  |  0.95400  |   3.48045   |   0.04053    |  0.36485  
  4159.05488  |  144.19000  |  57.50000  |  0.95350  |   3.47568   |   0.04053    |  0.36454  
  4163.89416  |  144.03000  |  57.50000  |  0.95330  |   3.47187   |   0.04053    |  0.36422  
  4168.75344  |  143.91000  |  57.60000  |  0.95390  |   3.46757   |   0.04053    |  0.36354  
  4173.61972  |  143.74000  |  57.60000  |  0.95360  |   3.46376   |   0.04053    |  0.36325  
  4178.47499  |  143.58000  |  57.70000  |  0.95370  |   3.46042   |   0.04005    |  0.36287  
  4183.35327  |  143.43000  |  57.70000  |  0.95330  |   3.45565   |   0.04005    |  0.36252  
  4188.21755  |  143.30000  |  57.70000  |  0.95320  |   3.45232   |   0.04005    |  0.36221  
  4193.06183  |  143.18000  |  57.80000  |  0.95320  |   3.44802   |   0.03958    |  0.36175  
  4197.94811  |  142.96000  |  57.80000  |  0.95360  |   3.44373   |   0.03958    |  0.36115  
  4202.78539  |  142.87000  |  57.90000  |  0.95360  |   3.43992   |   0.03958    |  0.36075  
  4207.62566  |  142.72000  |  57.90000  |  0.95320  |   3.43610   |   0.04005    |  0.36050  
  4212.47394  |  142.55000  |  58.00000  |  0.95380  |   3.43229   |   0.03958    |  0.35988  
  4217.33722  |  142.43000  |  58.00000  |  0.95350  |   3.42800   |   0.03958    |  0.35954  
  4222.17249  |  142.26000  |  58.00000  |  0.95390  |   3.42418   |   0.03958    |  0.35899  
  4227.03377  |  142.12000  |  58.10000  |  0.95380  |   3.41989   |   0.03958    |  0.35858  
  4231.88405  |  141.97000  |  58.10000  |  0.95360  |   3.41608   |   0.03958    |  0.35825  
  4236.74333  |  141.82000  |  58.20000  |  0.95390  |   3.41226   |   0.03958    |  0.35774  
  4241.59861  |  141.65000  |  58.20000  |  0.95400  |   3.40749   |   0.03862    |  0.35720  
  4246.43288  |  141.51000  |  58.30000  |  0.95380  |   3.40368   |   0.03910    |  0.35688  
  4251.27716  |  141.39000  |  58.30000  |  0.95370  |   3.40034   |   0.03910    |  0.35657  
  4256.14344  |  141.25000  |  58.30000  |  0.95330  |   3.39605   |   0.03910    |  0.35627  
  4261.00672  |  141.06000  |  58.40000  |  0.95330  |   3.39223   |   0.03862    |  0.35586  
  4265.88900  |  140.96000  |  58.40000  |  0.95390  |   3.38842   |   0.03958    |  0.35524  
  4270.73127  |  140.82000  |  58.50000  |  0.95350  |   3.38365   |   0.03862    |  0.35489  
  4275.77856  |  140.64000  |  58.50000  |  0.95390  |   3.37936   |   0.03910    |  0.35429  
  4280.63984  |  140.52000  |  58.60000  |  0.95340  |   3.37602   |   0.03862    |  0.35413  
  4285.50912  |  140.32000  |  58.60000  |  0.95350  |   3.37173   |   0.03862    |  0.35364  
  4290.37839  |  140.19000  |  58.60000  |  0.95380  |   3.36839   |   0.03862    |  0.35318  
  4295.21567  |  140.04000  |  58.70000  |  0.95320  |   3.36410   |   0.03862    |  0.35295  
  4300.05595  |  139.88000  |  58.70000  |  0.95360  |   3.35981   |   0.03862    |  0.35235  
  4304.90823  |  139.75000  |  58.80000  |  0.95390  |   3.35599   |   0.03815    |  0.35184  
  4309.74950  |  139.60000  |  58.80000  |  0.95410  |   3.35218   |   0.03862    |  0.35137  
  4314.60078  |  139.45000  |  58.90000  |  0.95350  |   3.34789   |   0.03815    |  0.35114  
  4319.45006  |  139.32000  |  58.90000  |  0.95390  |   3.34407   |   0.03815    |  0.35059  
  4324.29033  |  139.22000  |  58.90000  |  0.95400  |   3.34074   |   0.03767    |  0.35020  
  4329.15561  |  139.05000  |  59.00000  |  0.95360  |   3.33644   |   0.03719    |  0.34990  
  4334.02089  |  138.91000  |  59.00000  |  0.95370  |   3.33215   |   0.03815    |  0.34941  
  4338.92417  |  138.79000  |  59.10000  |  0.95340  |   3.32834   |   0.03719    |  0.34912  
  4343.78645  |  138.67000  |  59.10000  |  0.95390  |   3.32405   |   0.03767    |  0.34849  
  4348.64073  |  138.49000  |  59.20000  |  0.95390  |   3.32071   |   0.03767    |  0.34814  
  4353.51401  |  138.35000  |  59.20000  |  0.95400  |   3.31642   |   0.03767    |  0.34766  
  4358.38929  |  138.24000  |  59.20000  |  0.95340  |   3.31213   |   0.03767    |  0.34742  
  4363.22756  |  138.07000  |  59.30000  |  0.95340  |   3.30783   |   0.03719    |  0.34697  
  4368.06884  |  137.91000  |  59.30000  |  0.95390  |   3.30450   |   0.03719    |  0.34644  
  4372.93712  |  137.83000  |  59.40000  |  0.95410  |   3.29973   |   0.03719    |  0.34587  
  4377.83540  |  137.64000  |  59.40000  |  0.95350  |   3.29591   |   0.03719    |  0.34569  
  4382.69668  |  137.54000  |  59.50000  |  0.95400  |   3.29210   |   0.03719    |  0.34511  
  4387.54995  |  137.39000  |  59.50000  |  0.95350  |   3.28828   |   0.03719    |  0.34489  
  4392.42023  |  137.24000  |  59.60000  |  0.95350  |   3.28399   |   0.03719    |  0.34444  
  4397.27551  |  137.06000  |  59.60000  |  0.95350  |   3.28018   |   0.03719    |  0.34404  
  4402.12079  |  136.96000  |  59.60000  |  0.95400  |   3.27636   |   0.03672    |  0.34346  
  4406.96906  |  136.81000  |  59.70000  |  0.95360  |   3.27207   |   0.03672    |  0.34315  
  4411.82934  |  136.68000  |  59.70000  |  0.95340  |   3.26826   |   0.03719    |  0.34282  
  4416.66262  |  136.57000  |  59.80000  |  0.95410  |   3.26444   |   0.03672    |  0.34217  
  4421.53390  |  136.36000  |  59.80000  |  0.95340  |   3.25967   |   0.03672    |  0.34192  
  4426.40218  |  136.24000  |  59.90000  |  0.95380  |   3.25634   |   0.03624    |  0.34143  
  4431.25445  |  136.10000  |  59.90000  |  0.95330  |   3.25157   |   0.03672    |  0.34111  
  4436.09273  |  135.96000  |  59.90000  |  0.95400  |   3.24775   |   0.03672    |  0.34046  
  4440.93301  |  135.83000  |  60.00000  |  0.95350  |   3.24394   |   0.03624    |  0.34024  
  4445.77328  |  135.64000  |  60.00000  |  0.95330  |   3.24012   |   0.03624    |  0.33991  
  4450.61356  |  135.53000  |  60.10000  |  0.95400  |   3.23536   |   0.03672    |  0.33916  
  4455.46284  |  135.43000  |  60.10000  |  0.95380  |   3.23202   |   0.03624    |  0.33888  
  4460.31211  |  135.29000  |  60.20000  |  0.95410  |   3.22773   |   0.03624    |  0.33832  
  4465.16339  |  135.10000  |  60.20000  |  0.95340  |   3.22439   |   0.03624    |  0.33822  
  4470.09267  |  134.97000  |  60.30000  |  0.95380  |   3.22010   |   0.03624    |  0.33763  
  4474.93795  |  134.83000  |  60.30000  |  0.95410  |   3.21580   |   0.03576    |  0.33707  
  4479.85523  |  134.74000  |  60.30000  |  0.95370  |   3.21199   |   0.03576    |  0.33681  
  4484.70351  |  134.58000  |  60.40000  |  0.95400  |   3.20770   |   0.03576    |  0.33626  
  4489.54379  |  134.43000  |  60.40000  |  0.95370  |   3.20436   |   0.03576    |  0.33601  
  4494.39406  |  134.32000  |  60.50000  |  0.95410  |   3.20007   |   0.03529    |  0.33542  
  4499.25534  |  134.17000  |  60.50000  |  0.95400  |   3.19578   |   0.03576    |  0.33501  
  4504.12262  |  134.00000  |  60.60000  |  0.95360  |   3.19196   |   0.03576    |  0.33475  
  4509.01890  |  133.88000  |  60.60000  |  0.95370  |   3.18767   |   0.03576    |  0.33426  
  4513.88318  |  133.76000  |  60.70000  |  0.95390  |   3.18338   |   0.03529    |  0.33374  
  4518.79446  |  133.66000  |  60.70000  |  0.95400  |   3.18004   |   0.03529    |  0.33336  
  4523.65774  |  133.42000  |  60.80000  |  0.95360  |   3.17575   |   0.03529    |  0.33305  
  4528.54102  |  133.28000  |  60.80000  |  0.95350  |   3.17194   |   0.03529    |  0.33268  
  4533.38329  |  133.18000  |  60.80000  |  0.95360  |   3.16764   |   0.03529    |  0.33220  
  4538.24257  |  133.02000  |  60.90000  |  0.95400  |   3.16383   |   0.03481    |  0.33166  
  4543.08385  |  132.88000  |  60.90000  |  0.95340  |   3.15906   |   0.03529    |  0.33137  
  4547.93613  |  132.77000  |  61.00000  |  0.95360  |   3.15525   |   0.03481    |  0.33090  
  4552.83641  |  132.65000  |  61.00000  |  0.95330  |   3.15143   |   0.03529    |  0.33060  
  4557.68869  |  132.46000  |  61.10000  |  0.95400  |   3.14762   |   0.03481    |  0.32996  
  4562.53096  |  132.36000  |  61.10000  |  0.95400  |   3.14380   |   0.03481    |  0.32956  
  4567.38624  |  132.21000  |  61.20000  |  0.95380  |   3.13951   |   0.03481    |  0.32918  
  4572.23352  |  132.07000  |  61.20000  |  0.95350  |   3.13570   |   0.03433    |  0.32888  
  4577.07679  |  131.98000  |  61.20000  |  0.95330  |   3.13188   |   0.03433    |  0.32855  
  4581.91807  |  131.81000  |  61.30000  |  0.95370  |   3.12759   |   0.03433    |  0.32796  
  4586.96436  |  131.67000  |  61.30000  |  0.95330  |   3.12330   |   0.03481    |  0.32765  
  4591.81964  |  131.53000  |  61.40000  |  0.95380  |   3.11901   |   0.03386    |  0.32703  
  4596.70992  |  131.38000  |  61.40000  |  0.95340  |   3.11519   |   0.03481    |  0.32677  
  4601.57520  |  131.19000  |  61.50000  |  0.95350  |   3.11090   |   0.03386    |  0.32628  
  4606.43647  |  131.08000  |  61.50000  |  0.95350  |   3.10756   |   0.03386    |  0.32593  
  4611.30375  |  130.97000  |  61.60000  |  0.95330  |   3.10327   |   0.03386    |  0.32555  
  4616.15403  |  130.80000  |  61.60000  |  0.95410  |   3.09946   |   0.03386    |  0.32488  
  4621.06631  |  130.63000  |  61.70000  |  0.95380  |   3.09469   |   0.03386    |  0.32448  
  4625.90959  |  130.52000  |  61.70000  |  0.95400  |   3.09135   |   0.03386    |  0.32406  
  4630.79487  |  130.37000  |  61.80000  |  0.95390  |   3.08706   |   0.03386    |  0.32364  
  4635.65914  |  130.26000  |  61.80000  |  0.95380  |   3.08324   |   0.03386    |  0.32328  
  4640.52842  |  130.13000  |  61.90000  |  0.95350  |   3.07943   |   0.03386    |  0.32298  
  4645.37470  |  129.98000  |  61.90000  |  0.95330  |   3.07561   |   0.03386    |  0.32265  
  4650.22498  |  129.88000  |  61.90000  |  0.95340  |   3.07180   |   0.03338    |  0.32221  
  4655.07125  |  129.74000  |  62.00000  |  0.95370  |   3.06846   |   0.03338    |  0.32176  
  4659.91053  |  129.53000  |  62.00000  |  0.95340  |   3.06512   |   0.03290    |  0.32151  
  4664.75681  |  129.45000  |  62.10000  |  0.95390  |   3.06036   |   0.03338    |  0.32085  
  4669.61309  |  129.29000  |  62.10000  |  0.95350  |   3.05702   |   0.03290    |  0.32063  
  4674.45036  |  129.18000  |  62.20000  |  0.95330  |   3.05320   |   0.03290    |  0.32030  
  4679.30364  |  129.00000  |  62.20000  |  0.95360  |   3.04891   |   0.03338    |  0.31975  
  4684.23492  |  128.87000  |  62.30000  |  0.95380  |   3.04510   |   0.03338    |  0.31928  
  4689.08120  |  128.77000  |  62.30000  |  0.95390  |   3.04176   |   0.03290    |  0.31889  
  4694.00948  |  128.62000  |  62.40000  |  0.95370  |   3.03747   |   0.03290    |  0.31851  
  4698.87576  |  128.50000  |  62.40000  |  0.95400  |   3.03365   |   0.03290    |  0.31801  
  4703.72204  |  128.33000  |  62.50000  |  0.95400  |   3.02936   |   0.03290    |  0.31756  
  4708.57632  |  128.19000  |  62.50000  |  0.95360  |   3.02555   |   0.03243    |  0.31729  
  4713.43259  |  128.09000  |  62.50000  |  0.95330  |   3.02173   |   0.03290    |  0.31699  
  4718.30887  |  127.93000  |  62.60000  |  0.95340  |   3.01744   |   0.03290    |  0.31651  
  4723.17915  |  127.80000  |  62.70000  |  0.95400  |   3.01363   |   0.03290    |  0.31591  
  4728.05043  |  127.65000  |  62.70000  |  0.95370  |   3.00933   |   0.03195    |  0.31556  
  4732.92771  |  127.51000  |  62.80000  |  0.95360  |   3.00600   |   0.03290    |  0.31525  
  4737.77999  |  127.36000  |  62.80000  |  0.95380  |   3.00170   |   0.03290    |  0.31473  
  4742.69427  |  127.25000  |  62.80000  |  0.95410  |   2.99789   |   0.03195    |  0.31423  
  4747.54154  |  127.12000  |  62.90000  |  0.95390  |   2.99408   |   0.03243    |  0.31390  
  4752.40582  |  127.00000  |  62.90000  |  0.95400  |   2.98978   |   0.03195    |  0.31341  
  4757.25310  |  126.77000  |  63.00000  |  0.95400  |   2.98597   |   0.03195    |  0.31301  
  4762.11838  |  126.72000  |  63.00000  |  0.95330  |   2.98311   |   0.03195    |  0.31294  
  4766.99666  |  126.55000  |  63.10000  |  0.95390  |   2.97882   |   0.03195    |  0.31230  
  4771.93794  |  126.45000  |  63.10000  |  0.95350  |   2.97500   |   0.03195    |  0.31203  
  4776.79322  |  126.29000  |  63.20000  |  0.95350  |   2.97071   |   0.03195    |  0.31158  
  4781.63149  |  126.15000  |  63.20000  |  0.95370  |   2.96690   |   0.03195    |  0.31111  
  4786.47377  |  126.01000  |  63.30000  |  0.95330  |   2.96308   |   0.03195    |  0.31084  
  4791.34705  |  125.91000  |  63.30000  |  0.95340  |   2.95879   |   0.03195    |  0.31036  
  4796.24433  |  125.71000  |  63.40000  |  0.95370  |   2.95545   |   0.03147    |  0.30991  
  4801.18061  |  125.59000  |  63.40000  |  0.95400  |   2.95116   |   0.03147    |  0.30936  
  4806.04889  |  125.47000  |  63.50000  |  0.95350  |   2.94735   |   0.03147    |  0.30913  
  4810.89917  |  125.31000  |  63.50000  |  0.95410  |   2.94305   |   0.03147    |  0.30848  
  4815.74845  |  125.18000  |  63.60000  |  0.95400  |   2.93972   |   0.03147    |  0.30816  
  4820.67173  |  125.04000  |  63.60000  |  0.95360  |   2.93495   |   0.03099    |  0.30779  
  4825.53200  |  124.87000  |  63.70000  |  0.95340  |   2.93161   |   0.03147    |  0.30751  
  4830.38528  |  124.76000  |  63.70000  |  0.95380  |   2.92684   |   0.03099    |  0.30688  
  4835.25856  |  124.64000  |  63.80000  |  0.95400  |   2.92350   |   0.03099    |  0.30646  
  4840.13984  |  124.48000  |  63.80000  |  0.95410  |   2.91969   |   0.03099    |  0.30603  
  4845.00112  |  124.39000  |  63.90000  |  0.95400  |   2.91540   |   0.03147    |  0.30562  
  4849.85940  |  124.23000  |  63.90000  |  0.95410  |   2.91206   |   0.03099    |  0.30523  
  4854.69667  |  124.13000  |  64.00000  |  0.95380  |   2.90824   |   0.03099    |  0.30493  
  4859.55995  |  123.97000  |  64.00000  |  0.95350  |   2.90395   |   0.03099    |  0.30457  
  4864.39523  |  123.86000  |  64.10000  |  0.95340  |   2.90062   |   0.03099    |  0.30426  
  4869.23750  |  123.68000  |  64.10000  |  0.95390  |   2.89680   |   0.03099    |  0.30370  
  4874.08778  |  123.62000  |  64.10000  |  0.95340  |   2.89251   |   0.03004    |  0.30341  
  4878.94306  |  123.42000  |  64.20000  |  0.95410  |   2.88869   |   0.03052    |  0.30278  
  4883.79434  |  123.36000  |  64.20000  |  0.95350  |   2.88440   |   0.03004    |  0.30252  
  4888.66561  |  123.18000  |  64.30000  |  0.95390  |   2.88059   |   0.03004    |  0.30200  
  4893.69790  |  123.07000  |  64.30000  |  0.95350  |   2.87630   |   0.03004    |  0.30167  
  4898.57118  |  122.93000  |  64.40000  |  0.95360  |   2.87296   |   0.03004    |  0.30129  
  4903.42546  |  122.73000  |  64.50000  |  0.95390  |   2.86914   |   0.03004    |  0.30080  
  4908.27374  |  122.64000  |  64.50000  |  0.95410  |   2.86581   |   0.03004    |  0.30038  
  4913.11701  |  122.44000  |  64.60000  |  0.95400  |   2.86104   |   0.02956    |  0.29992  
  4917.99829  |  122.34000  |  64.60000  |  0.95380  |   2.85770   |   0.03004    |  0.29963  
  4922.84357  |  122.19000  |  64.70000  |  0.95360  |   2.85389   |   0.02956    |  0.29929  
  4927.69285  |  122.09000  |  64.70000  |  0.95400  |   2.84959   |   0.02956    |  0.29872  
  4932.60713  |  121.94000  |  64.80000  |  0.95350  |   2.84578   |   0.02956    |  0.29847  
  4937.46941  |  121.82000  |  64.80000  |  0.95350  |   2.84244   |   0.02956    |  0.29812  
  4942.31268  |  121.69000  |  64.90000  |  0.95400  |   2.83815   |   0.02956    |  0.29752  
  4947.15696  |  121.51000  |  64.90000  |  0.95370  |   2.83433   |   0.02909    |  0.29721  
  4952.06624  |  121.45000  |  65.00000  |  0.95420  |   2.83052   |   0.02956    |  0.29665  
  4956.91052  |  121.30000  |  65.00000  |  0.95410  |   2.82671   |   0.02956    |  0.29629  
  4961.81080  |  121.20000  |  65.00000  |  0.95420  |   2.82289   |   0.02956    |  0.29585  
  4966.65908  |  121.01000  |  65.10000  |  0.95340  |   2.81908   |   0.02956    |  0.29570  
  4971.49835  |  120.89000  |  65.20000  |  0.95390  |   2.81478   |   0.02956    |  0.29510  
  4976.34063  |  120.74000  |  65.20000  |  0.95420  |   2.81097   |   0.02956    |  0.29461  
  4981.19991  |  120.57000  |  65.30000  |  0.95420  |   2.80668   |   0.02909    |  0.29416  
  4986.04518  |  120.48000  |  65.30000  |  0.95400  |   2.80334   |   0.02909    |  0.29387  
  4990.89946  |  120.31000  |  65.40000  |  0.95360  |   2.79953   |   0.02909    |  0.29359  
  4995.76574  |  120.23000  |  65.40000  |  0.95340  |   2.79571   |   0.02909    |  0.29325  
  5000.61502  |  120.07000  |  65.50000  |  0.95350  |   2.79190   |   0.02861    |  0.29282  
  5005.47730  |  119.93000  |  65.50000  |  0.95390  |   2.78808   |   0.02861    |  0.29230  
  5010.35558  |  119.80000  |  65.60000  |  0.95420  |   2.78379   |   0.02861    |  0.29176  
  5015.22185  |  119.68000  |  65.60000  |  0.95370  |   2.78045   |   0.02861    |  0.29156  
  5020.06613  |  119.54000  |  65.70000  |  0.95360  |   2.77616   |   0.02861    |  0.29114  
  5024.93241  |  119.37000  |  65.70000  |  0.95360  |   2.77235   |   0.02861    |  0.29074  
  5029.79669  |  119.29000  |  65.80000  |  0.95370  |   2.76853   |   0.02861    |  0.29031  
  5034.66097  |  119.15000  |  65.80000  |  0.95380  |   2.76472   |   0.02813    |  0.28988  
  5039.59225  |  119.04000  |  65.90000  |  0.95370  |   2.76138   |   0.02861    |  0.28956  
  5044.51153  |  118.92000  |  65.90000  |  0.95410  |   2.75709   |   0.02861    |  0.28899  
  5049.37781  |  118.76000  |  66.00000  |  0.95430  |   2.75327   |   0.02813    |  0.28853  
  5054.26109  |  118.61000  |  66.00000  |  0.95420  |   2.74946   |   0.02861    |  0.28816  
