UBC Resistivity Measurement:2019-02-05 16:59:04.802777
==========================================================================
Sample Name: Sample
User: Username
Material: Material
==================================================================================================
  Time(s)  |   Temp(K)   |    Temp (Ohm)   |   Vref(V)  |  ReVs (mV)  |  ImVs (mV)  |  Res(Ohm)  
=================================================================================================
  8.24547  |  11.95400  |  289.10000  |  0.95450  |   0.00310   |   0.17619    |  0.01846  
  14.23481  |  11.95000  |  289.10000  |  0.95450  |   0.00215   |   0.18120    |  0.01898  
  20.23916  |  11.94600  |  289.20000  |  0.95380  |   0.00453   |   0.18144    |  0.01903  
  26.25350  |  11.94200  |  289.30000  |  0.95420  |   0.00215   |   0.18215    |  0.01909  
  32.27685  |  11.93800  |  289.30000  |  0.95400  |   0.00072   |   0.18096    |  0.01897  
  38.27419  |  11.93400  |  289.40000  |  0.95410  |   0.00501   |   0.17548    |  0.01840  
  44.32654  |  11.92900  |  289.50000  |  0.95430  |   0.00215   |   0.18144    |  0.01901  
  50.18587  |  11.92500  |  289.50000  |  0.95410  |   0.00262   |   0.18024    |  0.01889  
  56.14821  |  11.92200  |  289.60000  |  0.95440  |   0.00286   |   0.17667    |  0.01851  
  62.11955  |  11.91900  |  289.60000  |  0.95430  |   0.00429   |   0.17691    |  0.01854  
  68.14890  |  11.91500  |  289.70000  |  0.95450  |   0.00095   |   0.17715    |  0.01856  
  74.18324  |  11.91200  |  289.80000  |  0.95440  |   0.00119   |   0.17810    |  0.01866  
  80.20259  |  11.90800  |  289.80000  |  0.95410  |   0.00143   |   0.17405    |  0.01824  
  86.25393  |  11.90400  |  289.90000  |  0.95430  |   0.00262   |   0.17715    |  0.01856  
  92.29128  |  11.90000  |  289.90000  |  0.95380  |   0.00358   |   0.17715    |  0.01858  
  98.31462  |  11.89700  |  290.00000  |  0.95380  |   0.00143   |   0.17738    |  0.01860  
  104.31697  |  11.89400  |  290.00000  |  0.95400  |   0.00167   |   0.17905    |  0.01877  
  110.33431  |  11.89100  |  290.10000  |  0.95390  |   0.00095   |   0.17238    |  0.01807  
  116.23065  |  11.88700  |  290.20000  |  0.95430  |   0.17953   |   -0.00238    |  0.01881  
  122.21499  |  11.88400  |  290.20000  |  0.95410  |   0.17762   |   0.00191    |  0.01862  
  128.22833  |  11.88100  |  290.30000  |  0.95440  |   0.17882   |   0.00143    |  0.01874  
  134.25368  |  11.87800  |  290.30000  |  0.95450  |   0.18096   |   0.00000    |  0.01896  
  140.24702  |  11.87500  |  290.40000  |  0.95390  |   0.18001   |   0.00262    |  0.01887  
  146.25337  |  11.87200  |  290.40000  |  0.95370  |   0.18072   |   0.00095    |  0.01895  
  152.26471  |  11.87000  |  290.40000  |  0.95370  |   0.17643   |   0.00000    |  0.01850  
  158.28605  |  11.86700  |  290.50000  |  0.95430  |   0.17691   |   -0.00381    |  0.01854  
  164.29140  |  11.86300  |  290.60000  |  0.95440  |   0.17548   |   -0.00143    |  0.01839  
  170.32374  |  11.83700  |  291.00000  |  0.95400  |   0.17738   |   0.00310    |  0.01860  
  176.30108  |  11.80700  |  291.50000  |  0.95400  |   0.17262   |   0.00215    |  0.01810  
  182.30543  |  11.78800  |  291.80000  |  0.95440  |   0.17262   |   0.00358    |  0.01809  
  188.30277  |  11.77600  |  292.00000  |  0.95380  |   0.17119   |   0.00048    |  0.01795  
  194.31511  |  11.76900  |  292.10000  |  0.95450  |   0.17476   |   0.00119    |  0.01831  
  200.31246  |  11.74400  |  292.50000  |  0.95380  |   0.17190   |   0.00262    |  0.01802  
  206.30580  |  11.71900  |  292.90000  |  0.95430  |   0.17262   |   0.00334    |  0.01809  
  212.34615  |  11.70700  |  293.10000  |  0.95430  |   0.17095   |   0.00644    |  0.01793  
  218.36249  |  11.69700  |  293.30000  |  0.95430  |   0.17214   |   0.00119    |  0.01804  
  224.38283  |  11.69100  |  293.40000  |  0.95420  |   0.17381   |   0.00453    |  0.01822  
  230.42318  |  11.68700  |  293.40000  |  0.95400  |   0.17238   |   0.00477    |  0.01808  
  236.30252  |  11.68200  |  293.50000  |  0.95390  |   0.17262   |   0.00453    |  0.01810  
  242.27686  |  11.67800  |  293.60000  |  0.95390  |   0.17047   |   0.00525    |  0.01788  
  248.24820  |  11.67200  |  293.70000  |  0.95450  |   0.17023   |   0.00429    |  0.01784  
  254.23354  |  11.66800  |  293.70000  |  0.95410  |   0.17047   |   0.00715    |  0.01788  
  260.26589  |  11.66400  |  293.80000  |  0.95390  |   0.16952   |   0.00381    |  0.01778  
  266.23123  |  11.65900  |  293.90000  |  0.95390  |   0.16570   |   0.00334    |  0.01737  
  272.23857  |  11.65400  |  294.00000  |  0.95440  |   0.16761   |   0.00381    |  0.01757  
  278.24892  |  11.65000  |  294.00000  |  0.95420  |   0.16880   |   0.00215    |  0.01769  
  284.28526  |  11.64600  |  294.10000  |  0.95390  |   0.16713   |   0.00525    |  0.01753  
  290.25860  |  11.64100  |  294.20000  |  0.95390  |   0.16475   |   0.00525    |  0.01728  
  296.25394  |  11.63600  |  294.30000  |  0.95450  |   0.16618   |   0.00811    |  0.01743  
  302.28329  |  11.63200  |  294.40000  |  0.95380  |   0.16451   |   0.00429    |  0.01725  
  308.25763  |  11.62600  |  294.40000  |  0.95380  |   0.16761   |   0.00525    |  0.01758  
  314.26598  |  11.62100  |  294.50000  |  0.95440  |   0.16308   |   0.00429    |  0.01709  
  320.27932  |  11.61700  |  294.60000  |  0.95380  |   0.16713   |   0.00691    |  0.01754  
  326.26366  |  11.61300  |  294.70000  |  0.95410  |   0.16666   |   0.00834    |  0.01749  
  332.26700  |  11.61000  |  294.70000  |  0.95390  |   0.16594   |   0.00882    |  0.01742  
  338.30135  |  11.60600  |  294.80000  |  0.95420  |   0.16046   |   0.00572    |  0.01683  
  344.28869  |  11.60200  |  294.80000  |  0.95450  |   0.16213   |   0.00930    |  0.01701  
  350.30304  |  11.60000  |  294.90000  |  0.95450  |   0.16546   |   0.00644    |  0.01735  
  356.34938  |  11.59800  |  294.90000  |  0.95380  |   0.16570   |   0.00978    |  0.01740  
  362.35473  |  11.59600  |  294.90000  |  0.95450  |   0.16713   |   0.01216    |  0.01756  
  368.38307  |  11.59400  |  295.00000  |  0.95390  |   0.16546   |   0.00763    |  0.01736  
  374.42642  |  11.59300  |  295.00000  |  0.95450  |   0.16141   |   0.00811    |  0.01693  
  380.38776  |  11.59100  |  295.00000  |  0.95440  |   0.16260   |   0.00787    |  0.01706  
  386.41110  |  11.59200  |  295.00000  |  0.95390  |   0.16666   |   0.01192    |  0.01752  
  392.39944  |  11.59100  |  295.00000  |  0.95430  |   0.16594   |   0.00644    |  0.01740  
  398.45479  |  11.59100  |  295.00000  |  0.95420  |   0.16570   |   0.01097    |  0.01740  
  404.42613  |  11.59200  |  295.00000  |  0.95380  |   0.16165   |   0.01216    |  0.01700  
  410.43348  |  11.59200  |  295.00000  |  0.95380  |   0.16427   |   0.01049    |  0.01726  
  416.44082  |  11.59200  |  295.00000  |  0.95440  |   0.16189   |   0.00858    |  0.01699  
  422.45816  |  11.59300  |  295.00000  |  0.95370  |   0.16093   |   0.00548    |  0.01688  
  428.47551  |  11.59200  |  295.00000  |  0.95450  |   0.16713   |   0.00882    |  0.01753  
  434.48985  |  11.59300  |  295.00000  |  0.95370  |   0.16189   |   0.00739    |  0.01699  
  440.51620  |  11.59300  |  295.00000  |  0.95370  |   0.16522   |   0.00978    |  0.01735  
  446.54454  |  11.59400  |  295.00000  |  0.95450  |   0.16427   |   0.00548    |  0.01722  
  452.51788  |  11.59600  |  294.90000  |  0.95370  |   0.16499   |   0.00763    |  0.01732  
  458.52723  |  11.59700  |  294.90000  |  0.95410  |   0.16427   |   0.00954    |  0.01725  
  464.53257  |  11.59800  |  294.90000  |  0.95430  |   0.16427   |   0.00978    |  0.01724  
  470.55692  |  11.59900  |  294.90000  |  0.95380  |   0.16284   |   0.00596    |  0.01708  
  476.54926  |  11.60000  |  294.90000  |  0.95450  |   0.16260   |   0.00882    |  0.01706  
  482.57560  |  11.60100  |  294.90000  |  0.95380  |   0.16427   |   0.00763    |  0.01724  
  488.57394  |  11.60300  |  294.80000  |  0.95410  |   0.16713   |   0.00405    |  0.01752  
  494.59329  |  11.60400  |  294.80000  |  0.95440  |   0.16785   |   0.00978    |  0.01762  
  500.59063  |  11.60500  |  294.80000  |  0.95440  |   0.16880   |   0.00763    |  0.01770  
  506.59598  |  11.60600  |  294.80000  |  0.95410  |   0.16761   |   0.00691    |  0.01758  
  512.44631  |  11.60600  |  294.80000  |  0.95400  |   0.16809   |   0.00715    |  0.01764  
  518.44665  |  11.60800  |  294.70000  |  0.95370  |   0.16809   |   0.00691    |  0.01764  
  524.44900  |  11.60900  |  294.70000  |  0.95390  |   0.16928   |   0.00548    |  0.01776  
  530.43634  |  11.60900  |  294.70000  |  0.95400  |   0.16451   |   0.00811    |  0.01727  
  536.41068  |  11.61100  |  294.70000  |  0.95440  |   0.16594   |   0.00644    |  0.01740  
  542.39702  |  11.61000  |  294.70000  |  0.95450  |   0.16761   |   0.00572    |  0.01757  
  548.36536  |  11.61100  |  294.70000  |  0.95430  |   0.16928   |   0.00429    |  0.01774  
  554.35471  |  11.61200  |  294.70000  |  0.95380  |   0.16999   |   0.00811    |  0.01784  
  560.34205  |  11.61300  |  294.70000  |  0.95440  |   0.12779   |   0.00477    |  0.01340  
  566.37540  |  11.61300  |  294.70000  |  0.95430  |   0.16594   |   0.00858    |  0.01741  
  572.38674  |  11.61300  |  294.70000  |  0.95450  |   0.16856   |   0.00477    |  0.01767  
  578.37408  |  11.61400  |  294.60000  |  0.95390  |   0.16880   |   0.00811    |  0.01772  
  584.39543  |  11.61500  |  294.60000  |  0.95390  |   0.17166   |   0.00429    |  0.01800  
  590.41077  |  11.61500  |  294.60000  |  0.95390  |   0.16761   |   0.00811    |  0.01759  
  596.41411  |  11.61500  |  294.60000  |  0.95450  |   0.16976   |   0.00858    |  0.01781  
  602.27645  |  11.61500  |  294.60000  |  0.95450  |   0.16594   |   0.00525    |  0.01739  
  608.22379  |  11.61500  |  294.60000  |  0.95390  |   0.17095   |   0.00477    |  0.01793  
  614.25613  |  11.61600  |  294.60000  |  0.95370  |   0.17023   |   0.00405    |  0.01785  
  620.28448  |  11.61700  |  294.60000  |  0.95370  |   0.16546   |   0.00429    |  0.01736  
  626.25082  |  11.61800  |  294.60000  |  0.95370  |   0.16570   |   0.00572    |  0.01739  
  632.25716  |  11.67500  |  293.60000  |  0.95400  |   0.17572   |   -0.00048    |  0.01842  
  638.24351  |  12.06300  |  287.40000  |  0.95390  |   0.18382   |   -0.00620    |  0.01928  
  644.26685  |  12.53700  |  280.90000  |  0.95430  |   0.18764   |   -0.01121    |  0.01970  
  650.28620  |  12.95500  |  275.20000  |  0.95390  |   0.19074   |   -0.01407    |  0.02005  
  656.30254  |  13.34700  |  270.30000  |  0.95440  |   0.19407   |   -0.01669    |  0.02041  
  662.15887  |  13.70000  |  266.00000  |  0.95440  |   0.19741   |   -0.02074    |  0.02080  
  668.19422  |  14.01600  |  262.30000  |  0.95380  |   0.19717   |   -0.02384    |  0.02082  
  674.21656  |  14.33500  |  258.80000  |  0.95440  |   0.20218   |   -0.02313    |  0.02132  
  680.22991  |  14.63200  |  255.60000  |  0.95450  |   0.20409   |   -0.02670    |  0.02156  
  686.12524  |  14.90800  |  252.70000  |  0.95450  |   0.21124   |   -0.03338    |  0.02241  
  692.12459  |  15.17700  |  249.90000  |  0.95380  |   0.21053   |   -0.03457    |  0.02237  
  698.19993  |  15.44000  |  247.40000  |  0.95430  |   0.21458   |   -0.03600    |  0.02280  
  704.20428  |  15.69400  |  244.90000  |  0.95450  |   0.21815   |   -0.03552    |  0.02316  
  710.23562  |  15.92900  |  242.60000  |  0.95450  |   0.22030   |   -0.03767    |  0.02342  
  716.25297  |  16.16500  |  240.50000  |  0.95450  |   0.21863   |   -0.03934    |  0.02327  
  722.30931  |  16.39800  |  238.40000  |  0.95450  |   0.22459   |   -0.04053    |  0.02391  
  728.33266  |  16.62400  |  236.40000  |  0.95440  |   0.22411   |   -0.04244    |  0.02390  
  734.23400  |  16.83700  |  234.50000  |  0.95390  |   0.22364   |   -0.05031    |  0.02403  
  740.25234  |  17.03900  |  232.80000  |  0.95390  |   0.22674   |   -0.04697    |  0.02427  
  746.24768  |  17.25000  |  231.10000  |  0.95450  |   0.23150   |   -0.04745    |  0.02476  
  752.25303  |  17.45300  |  229.50000  |  0.95380  |   0.22888   |   -0.04911    |  0.02454  
  758.27137  |  17.64700  |  227.90000  |  0.95380  |   0.23341   |   -0.05603    |  0.02517  
  764.27872  |  17.83800  |  226.40000  |  0.95440  |   0.23580   |   -0.05674    |  0.02541  
  770.31806  |  18.02300  |  225.00000  |  0.95400  |   0.23913   |   -0.05531    |  0.02573  
  776.32840  |  18.21200  |  223.60000  |  0.95390  |   0.23794   |   -0.05651    |  0.02564  
  782.36475  |  18.39000  |  222.30000  |  0.95450  |   0.23842   |   -0.05984    |  0.02575  
  788.39109  |  18.56400  |  221.00000  |  0.95380  |   0.24414   |   -0.05960    |  0.02635  
  794.42744  |  18.73700  |  219.70000  |  0.95460  |   0.24152   |   -0.05960    |  0.02606  
  800.29977  |  18.90000  |  218.50000  |  0.95370  |   0.24462   |   -0.06485    |  0.02654  
  806.29812  |  19.06100  |  217.40000  |  0.95440  |   0.24581   |   -0.06580    |  0.02666  
  812.32846  |  19.22200  |  216.30000  |  0.95410  |   0.24915   |   -0.06866    |  0.02709  
  818.37981  |  19.38400  |  215.20000  |  0.95430  |   0.25010   |   -0.06604    |  0.02711  
  824.42416  |  19.53600  |  214.20000  |  0.95380  |   0.25010   |   -0.06866    |  0.02719  
  830.44850  |  19.69100  |  213.20000  |  0.95450  |   0.25344   |   -0.06890    |  0.02752  
  836.48284  |  19.83800  |  212.20000  |  0.95450  |   0.25559   |   -0.06986    |  0.02776  
  842.50719  |  19.98300  |  211.20000  |  0.95400  |   0.25583   |   -0.07391    |  0.02791  
  848.52153  |  20.13100  |  210.30000  |  0.95440  |   0.25630   |   -0.07439    |  0.02796  
  854.54488  |  20.27300  |  209.40000  |  0.95390  |   0.26131   |   -0.07796    |  0.02859  
  860.56522  |  20.41100  |  208.50000  |  0.95450  |   0.25726   |   -0.07486    |  0.02807  
  866.62057  |  20.54800  |  207.70000  |  0.95380  |   0.26178   |   -0.07772    |  0.02863  
  872.64891  |  20.68600  |  206.80000  |  0.95420  |   0.26155   |   -0.07939    |  0.02865  
  878.67926  |  20.81700  |  206.00000  |  0.95420  |   0.26178   |   -0.07868    |  0.02865  
  884.70360  |  20.94400  |  205.20000  |  0.95420  |   0.26536   |   -0.07772    |  0.02898  
  890.73895  |  21.07500  |  204.50000  |  0.95440  |   0.26727   |   -0.07939    |  0.02921  
  896.61728  |  21.20300  |  203.70000  |  0.95440  |   0.27037   |   -0.08202    |  0.02960  
  902.58963  |  21.32800  |  203.00000  |  0.95410  |   0.27037   |   -0.08345    |  0.02966  
  908.63397  |  21.45000  |  202.30000  |  0.95370  |   0.26942   |   -0.08392    |  0.02959  
  914.65832  |  21.57100  |  201.60000  |  0.95450  |   0.26965   |   -0.08440    |  0.02960  
  920.52665  |  21.69200  |  200.90000  |  0.95450  |   0.27323   |   -0.08535    |  0.02999  
  926.54800  |  21.80400  |  200.30000  |  0.95450  |   0.27466   |   -0.08583    |  0.03015  
  932.41033  |  21.92000  |  199.60000  |  0.95440  |   0.27561   |   -0.08678    |  0.03028  
  938.42668  |  22.02600  |  199.00000  |  0.95420  |   0.27919   |   -0.08512    |  0.03059  
  944.34201  |  22.14500  |  198.40000  |  0.95410  |   0.27847   |   -0.08583    |  0.03054  
  950.34436  |  22.25500  |  197.80000  |  0.95430  |   0.28348   |   -0.09012    |  0.03117  
  956.35670  |  22.36700  |  197.20000  |  0.95400  |   0.28277   |   -0.09060    |  0.03112  
  962.23104  |  22.47600  |  196.60000  |  0.95450  |   0.28062   |   -0.09251    |  0.03096  
  968.23738  |  22.58100  |  196.00000  |  0.95450  |   0.28372   |   -0.09251    |  0.03126  
  974.24872  |  22.68300  |  195.50000  |  0.95440  |   0.28396   |   -0.09441    |  0.03135  
  980.11106  |  22.79200  |  194.90000  |  0.95390  |   0.28777   |   -0.09251    |  0.03169  
  986.12140  |  22.88800  |  194.40000  |  0.95440  |   0.28849   |   -0.09418    |  0.03180  
  992.13575  |  22.98700  |  193.90000  |  0.95450  |   0.28849   |   -0.09131    |  0.03170  
  997.99308  |  23.09300  |  193.30000  |  0.95460  |   0.28897   |   -0.09203    |  0.03177  
  1004.02143  |  23.19400  |  192.80000  |  0.95430  |   0.29087   |   -0.09513    |  0.03207  
  1010.02977  |  23.29300  |  192.30000  |  0.95400  |   0.29326   |   -0.09489    |  0.03231  
  1016.12712  |  23.39300  |  191.80000  |  0.95440  |   0.29230   |   -0.09608    |  0.03224  
  1022.11146  |  23.49300  |  191.30000  |  0.95400  |   0.29588   |   -0.09537    |  0.03259  
  1028.12881  |  23.58800  |  190.80000  |  0.95450  |   0.29540   |   -0.09537    |  0.03252  
  1033.98914  |  23.68400  |  190.40000  |  0.95390  |   0.29278   |   -0.09632    |  0.03231  
  1040.01549  |  23.77800  |  189.90000  |  0.95410  |   0.29612   |   -0.10038    |  0.03277  
  1046.02183  |  23.87300  |  189.40000  |  0.95430  |   0.29826   |   -0.10300    |  0.03307  
  1052.01917  |  23.96400  |  189.00000  |  0.95430  |   0.29564   |   -0.09823    |  0.03265  
  1057.88651  |  24.06400  |  188.50000  |  0.95380  |   0.29850   |   -0.10419    |  0.03315  
  1063.92085  |  24.15300  |  188.10000  |  0.95380  |   0.30089   |   -0.10109    |  0.03328  
  1069.94120  |  24.24500  |  187.70000  |  0.95370  |   0.29898   |   -0.10300    |  0.03316  
  1075.81753  |  24.33400  |  187.20000  |  0.95450  |   0.30422   |   -0.10228    |  0.03363  
  1081.83988  |  24.41800  |  186.80000  |  0.95400  |   0.30375   |   -0.10610    |  0.03373  
  1087.85522  |  24.50800  |  186.40000  |  0.95400  |   0.30351   |   -0.10538    |  0.03368  
  1093.71256  |  24.59700  |  186.00000  |  0.95390  |   0.30542   |   -0.10610    |  0.03389  
  1099.69990  |  24.67700  |  185.60000  |  0.95450  |   0.30494   |   -0.10467    |  0.03378  
  1105.71624  |  24.76500  |  185.20000  |  0.95370  |   0.30780   |   -0.10514    |  0.03411  
  1111.73559  |  24.84400  |  184.90000  |  0.95450  |   0.31018   |   -0.10824    |  0.03442  
  1117.76493  |  24.93000  |  184.50000  |  0.95450  |   0.30708   |   -0.10824    |  0.03411  
  1123.75128  |  25.00900  |  184.10000  |  0.95380  |   0.31162   |   -0.11015    |  0.03465  
  1129.76862  |  25.09200  |  183.70000  |  0.95430  |   0.30995   |   -0.10705    |  0.03436  
  1135.78796  |  25.17500  |  183.40000  |  0.95390  |   0.30732   |   -0.11087    |  0.03425  
  1141.79331  |  25.25600  |  183.00000  |  0.95410  |   0.31162   |   -0.10944    |  0.03462  
  1147.80865  |  25.33600  |  182.60000  |  0.95390  |   0.31209   |   -0.10991    |  0.03469  
  1153.78399  |  25.42000  |  182.30000  |  0.95380  |   0.31495   |   -0.11039    |  0.03499  
  1159.77534  |  25.49700  |  181.90000  |  0.95440  |   0.31376   |   -0.11396    |  0.03498  
  1165.83668  |  25.57500  |  181.60000  |  0.95440  |   0.31615   |   -0.11206    |  0.03514  
  1171.80702  |  25.65400  |  181.20000  |  0.95360  |   0.31710   |   -0.11110    |  0.03523  
  1177.82837  |  25.72800  |  180.90000  |  0.95390  |   0.31757   |   -0.11587    |  0.03544  
  1183.81071  |  25.80100  |  180.60000  |  0.95390  |   0.31781   |   -0.11563    |  0.03545  
  1189.78405  |  25.87400  |  180.30000  |  0.95420  |   0.31781   |   -0.11683    |  0.03549  
  1195.77940  |  25.94700  |  180.00000  |  0.95440  |   0.31781   |   -0.11444    |  0.03539  
  1201.79574  |  26.01400  |  179.70000  |  0.95400  |   0.31972   |   -0.11587    |  0.03565  
  1207.79008  |  26.09700  |  179.30000  |  0.95390  |   0.32210   |   -0.11396    |  0.03582  
  1213.84143  |  26.16600  |  179.00000  |  0.95430  |   0.32306   |   -0.11706    |  0.03601  
  1219.79677  |  26.23300  |  178.70000  |  0.95420  |   0.32258   |   -0.11897    |  0.03603  
  1225.86912  |  26.30600  |  178.40000  |  0.95440  |   0.32258   |   -0.12112    |  0.03610  
  1231.83646  |  26.37600  |  178.10000  |  0.95400  |   0.32234   |   -0.11754    |  0.03596  
  1237.87380  |  26.44800  |  177.80000  |  0.95440  |   0.32616   |   -0.11635    |  0.03628  
  1243.90415  |  26.51500  |  177.60000  |  0.95440  |   0.32663   |   -0.11993    |  0.03646  
  1249.86049  |  26.58800  |  177.30000  |  0.95430  |   0.32759   |   -0.11802    |  0.03649  
  1255.87083  |  26.65900  |  177.00000  |  0.95400  |   0.32759   |   -0.12016    |  0.03658  
  1261.88118  |  26.72400  |  176.70000  |  0.95390  |   0.33045   |   -0.11921    |  0.03683  
  1267.90652  |  26.78600  |  176.40000  |  0.95380  |   0.33045   |   -0.12350    |  0.03699  
  1273.90886  |  26.85700  |  176.10000  |  0.95380  |   0.32997   |   -0.12469    |  0.03698  
  1279.95121  |  26.92200  |  175.90000  |  0.95440  |   0.33021   |   -0.12469    |  0.03698  
  1285.93055  |  26.99000  |  175.60000  |  0.95400  |   0.33093   |   -0.12589    |  0.03711  
  1291.95890  |  27.05800  |  175.30000  |  0.95440  |   0.33069   |   -0.12636    |  0.03709  
  1297.96424  |  27.12500  |  175.10000  |  0.95440  |   0.33093   |   -0.12422    |  0.03704  
  1303.82057  |  27.19300  |  174.80000  |  0.95440  |   0.33283   |   -0.12422    |  0.03722  
  1309.84392  |  27.25700  |  174.50000  |  0.95400  |   0.33641   |   -0.12589    |  0.03765  
  1315.89627  |  27.32500  |  174.30000  |  0.95430  |   0.33474   |   -0.12517    |  0.03745  
  1321.87461  |  27.38700  |  174.00000  |  0.95440  |   0.33379   |   -0.12469    |  0.03733  
  1327.85895  |  27.45000  |  173.80000  |  0.95390  |   0.33903   |   -0.12636    |  0.03793  
  1333.86229  |  27.51300  |  173.50000  |  0.95360  |   0.33689   |   -0.12851    |  0.03781  
  1339.88464  |  27.58200  |  173.30000  |  0.95440  |   0.34046   |   -0.12827    |  0.03812  
  1345.91098  |  27.64900  |  173.00000  |  0.95370  |   0.33689   |   -0.12636    |  0.03773  
  1351.92433  |  27.71000  |  172.80000  |  0.95360  |   0.33927   |   -0.12970    |  0.03809  
  1357.78366  |  27.77100  |  172.50000  |  0.95370  |   0.33999   |   -0.12994    |  0.03816  
  1363.81001  |  27.83700  |  172.30000  |  0.95400  |   0.34237   |   -0.12803    |  0.03832  
  1369.79935  |  27.89600  |  172.00000  |  0.95390  |   0.34094   |   -0.13208    |  0.03833  
  1375.82769  |  27.96100  |  171.80000  |  0.95420  |   0.34380   |   -0.13089    |  0.03855  
  1381.83804  |  28.02300  |  171.50000  |  0.95400  |   0.34166   |   -0.13042    |  0.03833  
  1387.85438  |  28.08700  |  171.30000  |  0.95430  |   0.34547   |   -0.13256    |  0.03878  
  1393.73172  |  28.14800  |  171.10000  |  0.95410  |   0.34213   |   -0.12970    |  0.03835  
  1399.73406  |  28.21100  |  170.80000  |  0.95370  |   0.34642   |   -0.13137    |  0.03885  
  1405.72540  |  28.27200  |  170.60000  |  0.95440  |   0.34428   |   -0.13304    |  0.03867  
  1411.73975  |  28.33500  |  170.40000  |  0.95430  |   0.34762   |   -0.13495    |  0.03907  
  1417.72509  |  28.39700  |  170.10000  |  0.95400  |   0.35024   |   -0.13614    |  0.03939  
  1423.74343  |  28.45800  |  169.90000  |  0.95440  |   0.34309   |   -0.13471    |  0.03862  
  1429.78478  |  28.52300  |  169.70000  |  0.95360  |   0.34976   |   -0.13304    |  0.03924  
  1435.75412  |  28.58200  |  169.50000  |  0.95430  |   0.34905   |   -0.13471    |  0.03921  
  1441.72646  |  28.64100  |  169.20000  |  0.95360  |   0.35143   |   -0.13733    |  0.03957  
  1447.73481  |  28.69800  |  169.00000  |  0.95410  |   0.35191   |   -0.13828    |  0.03963  
  1453.77515  |  28.76000  |  168.80000  |  0.95410  |   0.35358   |   -0.13781    |  0.03977  
  1459.77650  |  28.82400  |  168.60000  |  0.95400  |   0.35119   |   -0.13876    |  0.03958  
  1465.77884  |  28.87900  |  168.40000  |  0.95380  |   0.35286   |   -0.13590    |  0.03964  
  1471.82718  |  28.94100  |  168.10000  |  0.95440  |   0.35620   |   -0.13638    |  0.03996  
  1477.81353  |  28.99600  |  167.90000  |  0.95410  |   0.35596   |   -0.13948    |  0.04007  
  1483.81287  |  29.06400  |  167.70000  |  0.95440  |   0.35572   |   -0.13805    |  0.03998  
  1489.81621  |  29.12600  |  167.50000  |  0.95360  |   0.35620   |   -0.13733    |  0.04003  
  1495.82856  |  29.18300  |  167.30000  |  0.95420  |   0.35525   |   -0.13876    |  0.03997  
  1501.83490  |  29.24400  |  167.00000  |  0.95430  |   0.35644   |   -0.14019    |  0.04014  
  1507.83224  |  29.30500  |  166.80000  |  0.95400  |   0.36073   |   -0.14234    |  0.04065  
  1513.85659  |  29.35900  |  166.60000  |  0.95430  |   0.35787   |   -0.14091    |  0.04030  
  1519.87693  |  29.42200  |  166.40000  |  0.95420  |   0.35763   |   -0.14472    |  0.04043  
  1525.89828  |  29.48100  |  166.20000  |  0.95410  |   0.36001   |   -0.14043    |  0.04050  
  1531.92062  |  29.54300  |  166.00000  |  0.95410  |   0.35811   |   -0.14472    |  0.04048  
  1537.90196  |  29.60100  |  165.80000  |  0.95410  |   0.36097   |   -0.14305    |  0.04070  
  1543.92831  |  29.65500  |  165.60000  |  0.95440  |   0.36383   |   -0.14353    |  0.04098  
  1549.93065  |  29.71700  |  165.40000  |  0.95360  |   0.36526   |   -0.14567    |  0.04124  
  1555.94700  |  29.77600  |  165.20000  |  0.95440  |   0.36597   |   -0.14305    |  0.04117  
  1561.90234  |  29.82900  |  165.00000  |  0.95370  |   0.36430   |   -0.14472    |  0.04110  
  1567.92168  |  29.88600  |  164.80000  |  0.95380  |   0.36478   |   -0.14615    |  0.04120  
  1573.93902  |  29.94000  |  164.60000  |  0.95420  |   0.36764   |   -0.14782    |  0.04153  
  1579.94837  |  29.99200  |  164.40000  |  0.95440  |   0.36693   |   -0.14830    |  0.04147  
  1585.83071  |  30.04500  |  164.20000  |  0.95430  |   0.36907   |   -0.14734    |  0.04164  
  1591.84105  |  30.09300  |  164.10000  |  0.95430  |   0.36788   |   -0.14567    |  0.04146  
  1597.88039  |  30.15700  |  163.90000  |  0.95430  |   0.36860   |   -0.14520    |  0.04151  
  1603.88274  |  30.20200  |  163.70000  |  0.95440  |   0.37265   |   -0.14710    |  0.04198  
  1609.86808  |  30.25800  |  163.50000  |  0.95440  |   0.37241   |   -0.14687    |  0.04195  
  1615.92143  |  30.30400  |  163.40000  |  0.95400  |   0.36860   |   -0.15092    |  0.04175  
  1621.93077  |  30.35700  |  163.20000  |  0.95430  |   0.37027   |   -0.14901    |  0.04182  
  1627.95111  |  30.40900  |  163.00000  |  0.95410  |   0.37074   |   -0.15068    |  0.04194  
  1633.97246  |  30.45900  |  162.80000  |  0.95410  |   0.37480   |   -0.14687    |  0.04219  
  1639.99880  |  30.50700  |  162.70000  |  0.95430  |   0.37313   |   -0.15187    |  0.04221  
  1646.02315  |  30.56000  |  162.50000  |  0.95380  |   0.37003   |   -0.14854    |  0.04180  
  1652.05549  |  30.60300  |  162.40000  |  0.95420  |   0.37337   |   -0.15020    |  0.04218  
  1658.07484  |  30.66000  |  162.20000  |  0.95430  |   0.37360   |   -0.14973    |  0.04218  
