UBC Resistivity Measurement:2019-02-11 16:14:30.606386
==========================================================================
Sample Name: Sample
User: Username
Material: Material
==================================================================================================
  Time(s)  |   Temp(K)   |    Temp (Ohm)   |   Vref(V)  |  ReVs (mV)  |  ImVs (mV)  |  Res(Ohm)  
=================================================================================================
  7.33742  |  9.43300  |  336.60000  |  0.94880  |   0.06247   |   -0.02432    |  0.00707  
  13.21776  |  9.43500  |  336.60000  |  0.94900  |   0.06294   |   -0.02337    |  0.00707  
  19.07109  |  9.43400  |  336.60000  |  0.94920  |   0.06294   |   -0.02384    |  0.00709  
  24.95943  |  9.43600  |  336.60000  |  0.94890  |   0.06294   |   -0.02384    |  0.00709  
  30.79876  |  9.46900  |  335.70000  |  0.94900  |   0.07010   |   -0.02384    |  0.00780  
  36.66310  |  9.77500  |  328.90000  |  0.94960  |   0.09394   |   -0.02337    |  0.01019  
  42.50543  |  10.00200  |  324.10000  |  0.94950  |   0.11301   |   -0.02289    |  0.01214  
  48.44677  |  10.43300  |  315.70000  |  0.94900  |   0.13828   |   -0.02241    |  0.01476  
  54.28410  |  10.58600  |  312.80000  |  0.94920  |   0.14019   |   -0.02241    |  0.01496  
  60.17844  |  10.35700  |  317.10000  |  0.94960  |   0.13256   |   -0.02241    |  0.01416  
  66.00978  |  10.21100  |  320.00000  |  0.94950  |   0.12589   |   -0.02241    |  0.01347  
  71.90811  |  10.13600  |  321.40000  |  0.94900  |   0.12159   |   -0.02241    |  0.01303  
  77.75845  |  10.09800  |  322.20000  |  0.94960  |   0.11921   |   -0.02337    |  0.01279  
  83.61978  |  10.08100  |  322.50000  |  0.94910  |   0.11826   |   -0.02289    |  0.01269  
  89.48812  |  10.07400  |  322.60000  |  0.94890  |   0.11730   |   -0.02241    |  0.01259  
  95.37946  |  10.05900  |  323.00000  |  0.94910  |   0.11635   |   -0.02289    |  0.01249  
  101.21879  |  10.04600  |  323.20000  |  0.94900  |   0.11539   |   -0.02337    |  0.01241  
  107.07512  |  10.03900  |  323.30000  |  0.94880  |   0.11492   |   -0.02289    |  0.01235  
  112.95846  |  10.03500  |  323.40000  |  0.94900  |   0.11396   |   -0.02337    |  0.01226  
  118.78279  |  10.03100  |  323.50000  |  0.94890  |   0.11444   |   -0.02289    |  0.01230  
  124.66213  |  10.03000  |  323.50000  |  0.94940  |   0.11396   |   -0.02289    |  0.01224  
  130.48946  |  10.03200  |  323.50000  |  0.94900  |   0.11396   |   -0.02337    |  0.01226  
  136.35980  |  10.03100  |  323.50000  |  0.94940  |   0.11444   |   -0.02289    |  0.01229  
  142.22513  |  10.03400  |  323.40000  |  0.94930  |   0.11396   |   -0.02289    |  0.01224  
  148.07147  |  10.03500  |  323.40000  |  0.94890  |   0.11444   |   -0.02337    |  0.01231  
  153.91580  |  10.03600  |  323.40000  |  0.94910  |   0.11444   |   -0.02337    |  0.01231  
  159.79514  |  10.05500  |  323.00000  |  0.94890  |   0.11492   |   -0.02289    |  0.01235  
  165.65048  |  10.07800  |  322.60000  |  0.94920  |   0.11492   |   -0.02337    |  0.01235  
  171.88383  |  10.09000  |  322.30000  |  0.94940  |   0.11492   |   -0.02337    |  0.01235  
  177.72417  |  10.08800  |  322.40000  |  0.94890  |   0.11492   |   -0.02337    |  0.01236  
  183.60050  |  10.08600  |  322.40000  |  0.94920  |   0.11396   |   -0.02289    |  0.01225  
  189.44084  |  10.07800  |  322.60000  |  0.94890  |   0.11349   |   -0.02289    |  0.01220  
  195.33217  |  10.07800  |  322.50000  |  0.94940  |   0.11349   |   -0.02241    |  0.01218  
  201.18151  |  10.08100  |  322.50000  |  0.94920  |   0.11349   |   -0.02289    |  0.01220  
  207.02484  |  10.07500  |  322.60000  |  0.94960  |   0.11349   |   -0.02337    |  0.01220  
  212.88218  |  10.07400  |  322.60000  |  0.94940  |   0.11349   |   -0.02337    |  0.01220  
  218.72151  |  10.07200  |  322.70000  |  0.94890  |   0.11253   |   -0.02289    |  0.01210  
  224.58085  |  10.07000  |  322.70000  |  0.94910  |   0.11253   |   -0.02289    |  0.01210  
  230.43618  |  10.06200  |  322.90000  |  0.94900  |   0.11206   |   -0.02289    |  0.01205  
  236.32052  |  10.04900  |  323.10000  |  0.94930  |   0.11158   |   -0.02289    |  0.01200  
  242.15285  |  10.04300  |  323.20000  |  0.94890  |   0.11110   |   -0.02241    |  0.01194  
  247.97618  |  10.04300  |  323.30000  |  0.94910  |   0.11158   |   -0.02289    |  0.01200  
  253.86952  |  10.04400  |  323.20000  |  0.94960  |   0.11110   |   -0.02337    |  0.01196  
  259.69385  |  10.04100  |  323.30000  |  0.94930  |   0.11110   |   -0.02337    |  0.01196  
  265.55319  |  10.03700  |  323.40000  |  0.94950  |   0.11063   |   -0.02289    |  0.01190  
  271.38052  |  10.03500  |  323.40000  |  0.94910  |   0.11063   |   -0.02289    |  0.01190  
  277.26586  |  10.03800  |  323.30000  |  0.94900  |   0.11063   |   -0.02289    |  0.01190  
  283.12919  |  10.04100  |  323.30000  |  0.94920  |   0.11110   |   -0.02337    |  0.01196  
  288.95453  |  10.04300  |  323.30000  |  0.94970  |   0.11158   |   -0.02289    |  0.01199  
  294.84987  |  10.14300  |  321.20000  |  0.95010  |   0.11921   |   -0.02241    |  0.01277  
  300.71420  |  10.75500  |  309.60000  |  0.94950  |   0.14687   |   -0.02241    |  0.01565  
  306.59954  |  10.91500  |  306.60000  |  0.94950  |   0.15116   |   -0.02193    |  0.01609  
  312.46087  |  10.86500  |  307.50000  |  0.95000  |   0.14830   |   -0.02193    |  0.01578  
  318.35321  |  10.80800  |  308.60000  |  0.94910  |   0.14830   |   -0.02241    |  0.01580  
  324.18054  |  10.77100  |  309.30000  |  0.95000  |   0.14734   |   -0.02241    |  0.01569  
  330.08588  |  10.74900  |  309.70000  |  0.94950  |   0.14734   |   -0.02241    |  0.01570  
  335.91821  |  10.73700  |  309.90000  |  0.94960  |   0.14687   |   -0.02241    |  0.01565  
  341.78755  |  10.73400  |  310.00000  |  0.94960  |   0.14687   |   -0.02241    |  0.01565  
  347.63388  |  10.73700  |  309.90000  |  0.94930  |   0.14687   |   -0.02241    |  0.01565  
  353.49022  |  10.96700  |  305.60000  |  0.94970  |   0.15831   |   -0.02193    |  0.01683  
  359.34055  |  11.78600  |  291.80000  |  0.94930  |   0.20075   |   -0.02146    |  0.02127  
  365.22989  |  12.81800  |  277.10000  |  0.94890  |   0.32139   |   -0.01955    |  0.03393  
  371.07322  |  13.83400  |  264.40000  |  0.94950  |   0.34094   |   -0.01907    |  0.03596  
  376.99456  |  14.74900  |  254.20000  |  0.94910  |   0.35668   |   -0.01860    |  0.03763  
  382.81990  |  15.60000  |  245.80000  |  0.94970  |   0.37050   |   -0.01860    |  0.03906  
  388.69323  |  16.34500  |  238.90000  |  0.94970  |   0.38386   |   -0.01812    |  0.04046  
  394.56357  |  17.00400  |  233.00000  |  0.94920  |   0.39625   |   -0.01764    |  0.04179  
  400.41090  |  17.53600  |  228.80000  |  0.94910  |   0.40484   |   -0.01764    |  0.04270  
  406.27324  |  17.88500  |  226.00000  |  0.94950  |   0.41151   |   -0.01717    |  0.04338  
  412.11857  |  18.12400  |  224.20000  |  0.94980  |   0.41628   |   -0.01764    |  0.04387  
  418.02391  |  18.30100  |  222.90000  |  0.94960  |   0.41914   |   -0.01764    |  0.04418  
  423.89025  |  18.43400  |  221.90000  |  0.94940  |   0.42248   |   -0.01764    |  0.04454  
  429.74258  |  18.53900  |  221.20000  |  0.94900  |   0.42486   |   -0.01764    |  0.04481  
  435.76193  |  18.62900  |  220.50000  |  0.94980  |   0.42677   |   -0.01717    |  0.04497  
  441.60626  |  18.70800  |  219.90000  |  0.94960  |   0.42820   |   -0.01717    |  0.04513  
  447.53560  |  18.78000  |  219.40000  |  0.94970  |   0.43011   |   -0.01717    |  0.04532  
  453.37093  |  18.84800  |  218.90000  |  0.94980  |   0.43106   |   -0.01717    |  0.04542  
  459.26427  |  18.91300  |  218.40000  |  0.94930  |   0.43297   |   -0.01717    |  0.04565  
  465.10060  |  18.97900  |  218.00000  |  0.94930  |   0.43392   |   -0.01669    |  0.04574  
  471.01994  |  19.04000  |  217.50000  |  0.94980  |   0.43488   |   -0.01717    |  0.04582  
  476.84027  |  19.10700  |  217.10000  |  0.94970  |   0.43631   |   -0.01669    |  0.04598  
  482.75561  |  19.16400  |  216.70000  |  0.94910  |   0.43726   |   -0.01717    |  0.04611  
  488.57495  |  19.22400  |  216.30000  |  0.94980  |   0.43821   |   -0.01764    |  0.04617  
  494.48128  |  19.27900  |  215.90000  |  0.94970  |   0.43917   |   -0.01717    |  0.04628  
  500.30462  |  19.33300  |  215.60000  |  0.94970  |   0.44060   |   -0.01669    |  0.04643  
  506.13495  |  19.39300  |  215.10000  |  0.94940  |   0.44155   |   -0.01669    |  0.04654  
  512.02829  |  19.45200  |  214.80000  |  0.94970  |   0.44251   |   -0.01669    |  0.04663  
  517.85562  |  19.50900  |  214.40000  |  0.94980  |   0.44346   |   -0.01669    |  0.04672  
  523.69195  |  19.56200  |  214.00000  |  0.94980  |   0.44441   |   -0.01669    |  0.04682  
  529.53329  |  19.61900  |  213.60000  |  0.94940  |   0.44584   |   -0.01669    |  0.04699  
  535.44063  |  19.67200  |  213.30000  |  0.94990  |   0.44680   |   -0.01669    |  0.04707  
  541.30596  |  19.72700  |  212.90000  |  0.94920  |   0.44728   |   -0.01669    |  0.04715  
  547.19330  |  19.78100  |  212.60000  |  0.94930  |   0.44871   |   -0.01669    |  0.04730  
  553.01763  |  19.83500  |  212.20000  |  0.94930  |   0.44918   |   -0.01669    |  0.04735  
  558.89697  |  19.88800  |  211.80000  |  0.94950  |   0.45061   |   -0.01669    |  0.04749  
  564.72130  |  19.94200  |  211.50000  |  0.94980  |   0.45204   |   -0.01621    |  0.04762  
  570.63064  |  19.99700  |  211.10000  |  0.94990  |   0.45300   |   -0.01669    |  0.04772  
  576.48197  |  20.05400  |  210.80000  |  0.94960  |   0.45395   |   -0.01669    |  0.04784  
  582.37531  |  20.11000  |  210.40000  |  0.94990  |   0.45443   |   -0.01669    |  0.04787  
  588.24265  |  20.16600  |  210.10000  |  0.94920  |   0.45586   |   -0.01669    |  0.04806  
  594.08998  |  20.22200  |  209.70000  |  0.94940  |   0.45633   |   -0.01669    |  0.04810  
  599.92931  |  20.27500  |  209.40000  |  0.94920  |   0.45777   |   -0.01669    |  0.04826  
  605.79265  |  20.33100  |  209.00000  |  0.94920  |   0.45824   |   -0.01669    |  0.04831  
  611.68499  |  20.38500  |  208.70000  |  0.94930  |   0.45967   |   -0.01669    |  0.04845  
  617.52432  |  20.44300  |  208.30000  |  0.94910  |   0.46063   |   -0.01669    |  0.04856  
  623.41366  |  20.49400  |  208.00000  |  0.94970  |   0.46158   |   -0.01669    |  0.04863  
  629.25899  |  20.55200  |  207.70000  |  0.94980  |   0.46253   |   -0.01669    |  0.04873  
  635.10733  |  20.60700  |  207.30000  |  0.94930  |   0.46396   |   -0.01669    |  0.04891  
  640.94966  |  20.66100  |  207.00000  |  0.94990  |   0.46492   |   -0.01669    |  0.04898  
  646.87500  |  20.71800  |  206.60000  |  0.94930  |   0.46540   |   -0.01621    |  0.04905  
  652.71633  |  20.77000  |  206.30000  |  0.94980  |   0.46635   |   -0.01621    |  0.04913  
  658.58467  |  20.82400  |  206.00000  |  0.94990  |   0.46778   |   -0.01574    |  0.04927  
  664.43400  |  20.87600  |  205.70000  |  0.94910  |   0.46826   |   -0.01669    |  0.04937  
  670.33434  |  20.93100  |  205.30000  |  0.95000  |   0.46969   |   -0.01669    |  0.04947  
  676.17368  |  20.98200  |  205.00000  |  0.94990  |   0.47064   |   -0.01669    |  0.04958  
  682.04901  |  21.03700  |  204.70000  |  0.94910  |   0.47159   |   -0.01669    |  0.04972  
  687.92235  |  21.09200  |  204.40000  |  0.94950  |   0.47159   |   -0.01669    |  0.04970  
  693.80068  |  21.14700  |  204.10000  |  0.94930  |   0.47350   |   -0.01621    |  0.04991  
  699.66902  |  21.20300  |  203.70000  |  0.94950  |   0.47445   |   -0.01669    |  0.05000  
  705.50135  |  21.25800  |  203.40000  |  0.94940  |   0.47589   |   -0.01621    |  0.05015  
  711.40969  |  21.31300  |  203.10000  |  0.94930  |   0.47684   |   -0.01621    |  0.05026  
  717.26202  |  21.36700  |  202.80000  |  0.94940  |   0.47732   |   -0.01574    |  0.05030  
  723.16036  |  21.42200  |  202.50000  |  0.94980  |   0.47827   |   -0.01574    |  0.05038  
  729.02470  |  21.47500  |  202.20000  |  0.94990  |   0.47922   |   -0.01574    |  0.05048  
  735.02704  |  21.53200  |  201.80000  |  0.94990  |   0.48018   |   -0.01621    |  0.05058  
  740.90238  |  21.58600  |  201.50000  |  0.94990  |   0.48113   |   -0.01621    |  0.05068  
  746.79372  |  21.63500  |  201.20000  |  0.94940  |   0.48256   |   -0.01574    |  0.05086  
  752.65105  |  21.69100  |  200.90000  |  0.94990  |   0.48304   |   -0.01574    |  0.05088  
  758.49038  |  21.74100  |  200.60000  |  0.94970  |   0.48447   |   -0.01621    |  0.05104  
  764.36872  |  21.79600  |  200.30000  |  0.94940  |   0.48495   |   -0.01621    |  0.05111  
  770.20405  |  21.84800  |  200.00000  |  0.94920  |   0.48590   |   -0.01621    |  0.05122  
  776.05539  |  21.89900  |  199.70000  |  0.94950  |   0.48685   |   -0.01574    |  0.05130  
  781.92072  |  21.95300  |  199.40000  |  0.94930  |   0.48828   |   -0.01574    |  0.05146  
  787.77906  |  22.00500  |  199.10000  |  0.95000  |   0.48924   |   -0.01574    |  0.05153  
  793.64039  |  22.05600  |  198.90000  |  0.95000  |   0.49019   |   -0.01574    |  0.05163  
  799.49073  |  22.10900  |  198.60000  |  0.94980  |   0.49115   |   -0.01574    |  0.05174  
  805.35306  |  22.16400  |  198.30000  |  0.94990  |   0.49162   |   -0.01574    |  0.05178  
  811.20240  |  22.21300  |  198.00000  |  0.94990  |   0.49258   |   -0.01574    |  0.05188  
  817.09173  |  22.26900  |  197.70000  |  0.94930  |   0.49401   |   -0.01574    |  0.05207  
  822.93707  |  22.32300  |  197.40000  |  0.94920  |   0.49496   |   -0.01574    |  0.05217  
  828.80141  |  22.37100  |  197.20000  |  0.94980  |   0.49591   |   -0.01574    |  0.05224  
  834.64674  |  22.42400  |  196.90000  |  0.94990  |   0.49687   |   -0.01574    |  0.05233  
  840.50707  |  22.47600  |  196.60000  |  0.94980  |   0.49734   |   -0.01574    |  0.05239  
  846.36541  |  22.52500  |  196.30000  |  0.94930  |   0.49878   |   -0.01574    |  0.05257  
  852.28075  |  22.57400  |  196.10000  |  0.94990  |   0.49973   |   -0.01574    |  0.05263  
  858.12608  |  22.62600  |  195.80000  |  0.94980  |   0.50068   |   -0.01574    |  0.05274  
  863.97242  |  22.67300  |  195.50000  |  0.95000  |   0.50164   |   -0.01574    |  0.05283  
  869.86275  |  22.72600  |  195.30000  |  0.94930  |   0.50211   |   -0.01574    |  0.05292  
  875.70909  |  22.77200  |  195.00000  |  0.94930  |   0.50307   |   -0.01574    |  0.05302  
  881.55742  |  22.82300  |  194.70000  |  0.95000  |   0.50354   |   -0.01526    |  0.05303  
  887.42576  |  22.87300  |  194.50000  |  0.94990  |   0.50497   |   -0.01526    |  0.05319  
  893.26309  |  22.92200  |  194.20000  |  0.95010  |   0.50593   |   -0.01574    |  0.05328  
  899.09643  |  22.97000  |  194.00000  |  0.94970  |   0.50688   |   -0.01574    |  0.05340  
  905.00176  |  23.01700  |  193.70000  |  0.94930  |   0.50784   |   -0.01574    |  0.05352  
  910.85310  |  23.06600  |  193.50000  |  0.94930  |   0.50831   |   -0.01574    |  0.05357  
  916.77844  |  23.11600  |  193.20000  |  0.94960  |   0.50974   |   -0.01574    |  0.05371  
  922.60377  |  23.16800  |  192.90000  |  0.94940  |   0.51070   |   -0.01574    |  0.05382  
  928.51111  |  23.21600  |  192.70000  |  0.94940  |   0.51117   |   -0.01526    |  0.05387  
  934.34044  |  23.26800  |  192.40000  |  0.94960  |   0.51260   |   -0.01574    |  0.05401  
  940.22378  |  23.31700  |  192.20000  |  0.94930  |   0.51356   |   -0.01574    |  0.05412  
  946.05711  |  23.36000  |  192.00000  |  0.94930  |   0.51451   |   -0.01574    |  0.05422  
  951.90045  |  23.41100  |  191.70000  |  0.94920  |   0.51499   |   -0.01574    |  0.05428  
  957.77778  |  23.45900  |  191.50000  |  0.94940  |   0.51594   |   -0.01574    |  0.05437  
  963.61112  |  23.50800  |  191.20000  |  0.95000  |   0.51689   |   -0.01526    |  0.05443  
  969.51545  |  23.55400  |  191.00000  |  0.94990  |   0.51785   |   -0.01526    |  0.05454  
  975.35379  |  23.60100  |  190.80000  |  0.94960  |   0.51833   |   -0.01526    |  0.05461  
  981.25212  |  23.65000  |  190.50000  |  0.95000  |   0.51928   |   -0.01526    |  0.05468  
  987.10446  |  23.69700  |  190.30000  |  0.95010  |   0.52023   |   -0.01526    |  0.05478  
  993.05180  |  23.74800  |  190.10000  |  0.94980  |   0.52071   |   -0.01526    |  0.05485  
  998.86713  |  23.79200  |  189.80000  |  0.94990  |   0.52166   |   -0.01574    |  0.05494  
  1004.69247  |  23.83800  |  189.60000  |  0.94930  |   0.52262   |   -0.01574    |  0.05508  
  1010.56780  |  23.88400  |  189.40000  |  0.94940  |   0.52357   |   -0.01574    |  0.05517  
  1016.46614  |  23.93100  |  189.10000  |  0.94930  |   0.52453   |   -0.01526    |  0.05528  
  1022.32047  |  23.97500  |  188.90000  |  0.94990  |   0.52596   |   -0.01478    |  0.05539  
  1028.17081  |  24.02200  |  188.70000  |  0.94950  |   0.52596   |   -0.01526    |  0.05542  
  1034.00514  |  24.06800  |  188.50000  |  0.95000  |   0.52739   |   -0.01574    |  0.05554  
  1039.85248  |  24.11100  |  188.30000  |  0.95000  |   0.52786   |   -0.01478    |  0.05559  
  1045.73081  |  24.16100  |  188.00000  |  0.95000  |   0.52929   |   -0.01526    |  0.05574  
  1051.56715  |  24.20700  |  187.80000  |  0.94970  |   0.52929   |   -0.01478    |  0.05575  
  1057.49449  |  24.25300  |  187.60000  |  0.95010  |   0.53025   |   -0.01478    |  0.05583  
  1063.35282  |  24.29900  |  187.40000  |  0.95000  |   0.53120   |   -0.01526    |  0.05594  
  1069.25616  |  24.34100  |  187.20000  |  0.94980  |   0.53263   |   -0.01478    |  0.05610  
  1075.23150  |  24.39100  |  187.00000  |  0.94990  |   0.53359   |   -0.01526    |  0.05620  
  1081.08283  |  24.43400  |  186.80000  |  0.94930  |   0.53454   |   -0.01478    |  0.05633  
  1086.91317  |  24.48100  |  186.50000  |  0.94970  |   0.53454   |   -0.01478    |  0.05631  
  1092.77750  |  24.52500  |  186.30000  |  0.94990  |   0.53597   |   -0.01526    |  0.05645  
  1098.62584  |  24.56900  |  186.10000  |  0.94950  |   0.53645   |   -0.01526    |  0.05652  
  1104.51917  |  24.61400  |  185.90000  |  0.95000  |   0.53692   |   -0.01478    |  0.05654  
  1110.38651  |  24.65600  |  185.70000  |  0.95000  |   0.53835   |   -0.01478    |  0.05669  
  1116.22285  |  24.70200  |  185.50000  |  0.94980  |   0.53883   |   -0.01478    |  0.05675  
  1122.08418  |  24.74700  |  185.30000  |  0.94980  |   0.54026   |   -0.01431    |  0.05690  
  1127.92951  |  24.78800  |  185.10000  |  0.94960  |   0.54026   |   -0.01526    |  0.05692  
  1133.78485  |  24.83300  |  184.90000  |  0.94940  |   0.54121   |   -0.01478    |  0.05703  
  1139.64518  |  24.87500  |  184.70000  |  0.94950  |   0.54169   |   -0.01478    |  0.05707  
  1145.47752  |  24.91800  |  184.50000  |  0.94930  |   0.54360   |   -0.01478    |  0.05728  
  1151.38886  |  24.95600  |  184.30000  |  0.94960  |   0.54360   |   -0.01478    |  0.05727  
  1157.24119  |  25.00100  |  184.10000  |  0.94960  |   0.54455   |   -0.01478    |  0.05737  
  1163.08852  |  25.04600  |  183.90000  |  0.94930  |   0.54550   |   -0.01478    |  0.05749  
  1168.95686  |  25.08900  |  183.70000  |  0.94970  |   0.54646   |   -0.01478    |  0.05756  
  1174.86720  |  25.13300  |  183.50000  |  0.95000  |   0.54694   |   -0.01478    |  0.05759  
  1180.69553  |  25.18000  |  183.30000  |  0.95010  |   0.54789   |   -0.01478    |  0.05769  
  1186.63287  |  25.21600  |  183.20000  |  0.94980  |   0.54837   |   -0.01478    |  0.05776  
  1192.45720  |  25.25900  |  183.00000  |  0.94980  |   0.54932   |   -0.01478    |  0.05786  
  1198.32754  |  25.30100  |  182.80000  |  0.95010  |   0.55075   |   -0.01478    |  0.05799  
  1204.19288  |  25.34900  |  182.60000  |  0.94980  |   0.55123   |   -0.01478    |  0.05806  
  1210.04421  |  25.38800  |  182.40000  |  0.95000  |   0.55170   |   -0.01478    |  0.05809  
  1215.89355  |  25.43100  |  182.20000  |  0.94990  |   0.55218   |   -0.01478    |  0.05815  
  1221.74888  |  25.46900  |  182.00000  |  0.94980  |   0.55361   |   -0.01478    |  0.05831  
  1227.65322  |  25.51100  |  181.90000  |  0.94940  |   0.55456   |   -0.01478    |  0.05843  
  1233.49655  |  25.55300  |  181.70000  |  0.94950  |   0.55504   |   -0.01478    |  0.05848  
  1239.33389  |  25.59300  |  181.50000  |  0.94930  |   0.55600   |   -0.01478    |  0.05859  
  1245.20022  |  25.63500  |  181.30000  |  0.95000  |   0.55695   |   -0.01478    |  0.05865  
  1251.07756  |  25.67500  |  181.10000  |  0.94950  |   0.55743   |   -0.01431    |  0.05873  
  1256.92889  |  25.71400  |  181.00000  |  0.95010  |   0.55838   |   -0.01478    |  0.05879  
  1262.77523  |  25.75500  |  180.80000  |  0.94960  |   0.55886   |   -0.01478    |  0.05887  
  1268.66756  |  25.79800  |  180.60000  |  0.94950  |   0.55981   |   -0.01478    |  0.05898  
  1274.49890  |  25.83500  |  180.40000  |  0.94990  |   0.56029   |   -0.01478    |  0.05900  
  1280.38123  |  25.87300  |  180.30000  |  0.94940  |   0.56172   |   -0.01478    |  0.05919  
  1286.23357  |  25.91800  |  180.10000  |  0.94940  |   0.56220   |   -0.01431    |  0.05923  
  1292.09890  |  25.95800  |  179.90000  |  0.94980  |   0.56315   |   -0.01478    |  0.05931  
  1297.94724  |  25.99900  |  179.70000  |  0.94930  |   0.56363   |   -0.01431    |  0.05939  
  1303.80457  |  26.04200  |  179.60000  |  0.94980  |   0.56458   |   -0.01431    |  0.05946  
  1309.65891  |  26.08000  |  179.40000  |  0.94930  |   0.56506   |   -0.01478    |  0.05954  
  1315.55625  |  26.12000  |  179.20000  |  0.94990  |   0.56553   |   -0.01431    |  0.05956  
  1321.39658  |  26.16400  |  179.00000  |  0.94960  |   0.56696   |   -0.01431    |  0.05972  
  1327.26492  |  26.19900  |  178.90000  |  0.94940  |   0.56744   |   -0.01478    |  0.05979  
  1333.11625  |  26.24300  |  178.70000  |  0.94950  |   0.56839   |   -0.01478    |  0.05988  
  1338.97759  |  26.28000  |  178.60000  |  0.95010  |   0.56887   |   -0.01431    |  0.05989  
  1344.83492  |  26.32200  |  178.40000  |  0.94960  |   0.56982   |   -0.01478    |  0.06003  
  1350.74726  |  26.35900  |  178.20000  |  0.95000  |   0.56982   |   -0.01383    |  0.06000  
  1356.59059  |  26.39700  |  178.10000  |  0.94930  |   0.57125   |   -0.01431    |  0.06020  
  1362.43093  |  26.43600  |  177.90000  |  0.94960  |   0.57221   |   -0.01383    |  0.06028  
  1368.32726  |  26.47800  |  177.70000  |  0.95000  |   0.57268   |   -0.01431    |  0.06030  
  1374.17360  |  26.51600  |  177.60000  |  0.94940  |   0.57316   |   -0.01431    |  0.06039  
  1380.05694  |  26.55300  |  177.40000  |  0.94970  |   0.57412   |   -0.01431    |  0.06047  
  1385.88427  |  26.59100  |  177.30000  |  0.95010  |   0.57507   |   -0.01431    |  0.06055  
  1391.81061  |  26.63300  |  177.10000  |  0.94980  |   0.57602   |   -0.01383    |  0.06066  
  1397.66394  |  26.67100  |  176.90000  |  0.94960  |   0.57650   |   -0.01431    |  0.06073  
  1403.57428  |  26.71100  |  176.80000  |  0.94940  |   0.57745   |   -0.01431    |  0.06084  
  1409.40561  |  26.74800  |  176.60000  |  0.94930  |   0.57841   |   -0.01383    |  0.06095  
  1415.27595  |  26.78300  |  176.50000  |  0.94970  |   0.57888   |   -0.01431    |  0.06097  
  1421.26929  |  26.82600  |  176.30000  |  0.94970  |   0.57936   |   -0.01383    |  0.06102  
  1427.16263  |  26.86100  |  176.10000  |  0.94930  |   0.57984   |   -0.01383    |  0.06110  
  1433.07097  |  26.90200  |  176.00000  |  0.94990  |   0.58127   |   -0.01383    |  0.06121  
  1438.90330  |  26.93700  |  175.80000  |  0.94950  |   0.58175   |   -0.01383    |  0.06129  
  1444.80264  |  26.98000  |  175.60000  |  0.94940  |   0.58222   |   -0.01383    |  0.06134  
  1450.66897  |  27.01300  |  175.50000  |  0.94930  |   0.58318   |   -0.01431    |  0.06145  
  1456.52131  |  27.04900  |  175.30000  |  0.94940  |   0.58413   |   -0.01383    |  0.06154  
  1462.36464  |  27.09100  |  175.20000  |  0.94940  |   0.58461   |   -0.01383    |  0.06159  
  1468.25098  |  27.13500  |  175.00000  |  0.94930  |   0.58508   |   -0.01383    |  0.06165  
  1474.08331  |  27.16700  |  174.90000  |  0.94980  |   0.58651   |   -0.01431    |  0.06177  
  1479.96565  |  27.20800  |  174.70000  |  0.95000  |   0.58651   |   -0.01383    |  0.06176  
  1485.81798  |  27.25100  |  174.60000  |  0.94950  |   0.58794   |   -0.01431    |  0.06194  
  1491.69932  |  27.28600  |  174.40000  |  0.94940  |   0.58842   |   -0.01383    |  0.06200  
  1497.56166  |  27.32700  |  174.30000  |  0.95000  |   0.58890   |   -0.01335    |  0.06201  
  1503.41599  |  27.36300  |  174.10000  |  0.94950  |   0.58985   |   -0.01383    |  0.06214  
  1509.28333  |  27.40500  |  174.00000  |  0.94920  |   0.59033   |   -0.01335    |  0.06221  
  1515.15466  |  27.44500  |  173.80000  |  0.94970  |   0.59128   |   -0.01383    |  0.06228  
  1520.99200  |  27.48000  |  173.70000  |  0.94930  |   0.59223   |   -0.01383    |  0.06240  
  1526.86833  |  27.51500  |  173.50000  |  0.94990  |   0.59223   |   -0.01383    |  0.06236  
  1532.75867  |  27.55300  |  173.40000  |  0.94960  |   0.59319   |   -0.01383    |  0.06248  
  1538.62200  |  27.59200  |  173.20000  |  0.94920  |   0.59414   |   -0.01383    |  0.06261  
  1544.47834  |  27.62900  |  173.10000  |  0.94990  |   0.59510   |   -0.01335    |  0.06266  
  1550.32367  |  27.66700  |  172.90000  |  0.94960  |   0.59557   |   -0.01383    |  0.06274  
  1556.22601  |  27.70500  |  172.80000  |  0.94990  |   0.59653   |   -0.01335    |  0.06281  
  1562.06534  |  27.73900  |  172.60000  |  0.94970  |   0.59700   |   -0.01383    |  0.06288  
  1567.94068  |  27.77800  |  172.50000  |  0.94920  |   0.59796   |   -0.01335    |  0.06301  
  1573.79502  |  27.81500  |  172.30000  |  0.94900  |   0.59891   |   -0.01431    |  0.06313  
  1579.69435  |  27.85200  |  172.20000  |  0.94930  |   0.59891   |   -0.01335    |  0.06311  
  1585.53769  |  27.88700  |  172.10000  |  0.94930  |   0.59986   |   -0.01335    |  0.06321  
  1591.38002  |  27.92200  |  171.90000  |  0.94980  |   0.60082   |   -0.01383    |  0.06327  
  1597.25236  |  27.95600  |  171.80000  |  0.94930  |   0.60129   |   -0.01335    |  0.06336  
  1603.10369  |  27.99600  |  171.60000  |  0.94980  |   0.60177   |   -0.01383    |  0.06337  
  1608.94603  |  28.03500  |  171.50000  |  0.94960  |   0.60320   |   -0.01335    |  0.06354  
  1614.84736  |  28.07200  |  171.40000  |  0.94890  |   0.60320   |   -0.01383    |  0.06359  
